NAME,GENUS,SPECIES,STRAIN,TAXONOMY
Pseudogymnoascus_sp_vkm_f_4515_fw_2607_,Pseudogymnoascus,sp,vkm_f_4515_fw_2607_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Sporothrix_brasiliensis_5110,Sporothrix,brasiliensis,5110,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Ophiostomataceae;genus:Sporothrix
Aspergillus_turcosus,Aspergillus,turcosus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cyberlindnera_fabianii,Cyberlindnera,fabianii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Cyberlindnera
Gelatoporia_subvermispora_b,Gelatoporia,subvermispora,b,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Gelatoporiaceae;genus:Gelatoporia
Enterocytozoon_hepatopenaei,Enterocytozoon,hepatopenaei,,phylum:Microsporidia;;;;family:Enterocytozoonidae;genus:Enterocytozoon
Wickerhamomyces_ciferrii,Wickerhamomyces,ciferrii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Wickerhamomyces
Aspergillus_japonicus_cbs_114_51,Aspergillus,japonicus,cbs_114_51,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Brettanomyces_bruxellensis_awri1499,Brettanomyces,bruxellensis,awri1499,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Pichiaceae;genus:Brettanomyces
Cordyceps_confragosa_rcef_1005,Cordyceps,confragosa,rcef_1005,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Akanthomyces
Colletotrichum_orchidophilum,Colletotrichum,orchidophilum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Testicularia_cyperi,Testicularia,cyperi,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Anthracoideaceae;genus:Testicularia
Saccharomyces_cerevisiae_vin13,Saccharomyces,cerevisiae,vin13,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1417,Saccharomyces,cerevisiae,yjm1417,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm996,Saccharomyces,cerevisiae,yjm996,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Conidiobolus_coronatus_nrrl_28638,Conidiobolus,coronatus,nrrl_28638,phylum:Zoopagomycota;subphylum:Entomophthoromycotina;class:Entomophthoromycetes;;family:Ancylistaceae;genus:Conidiobolus
Verticillium_longisporum,Verticillium,longisporum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Plectosphaerellaceae;genus:Verticillium
Saccharomyces_cerevisiae_yjm470,Saccharomyces,cerevisiae,yjm470,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Vavraia_culicis_subsp_floridensis,Vavraia,culicis,subsp_floridensis,phylum:Microsporidia;;;;family:Pleistophoridae;genus:Vavraia
Cryptococcus_depauperatus_cbs_7841,Cryptococcus,depauperatus,cbs_7841,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm248,Saccharomyces,cerevisiae,yjm248,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Coccidioides_immitis_rmscc_2394,Coccidioides,immitis,rmscc_2394,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Saccharomyces_cerevisiae_yjm682,Saccharomyces,cerevisiae,yjm682,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Schizopora_paradoxa,Schizopora,paradoxa,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Schizoporaceae;genus:Schizopora
Emergomyces_pasteuriana_ep9510,Emergomyces,pasteuriana,ep9510,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Emergomyces
Fusarium_graminearum,Fusarium,graminearum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Saccharomyces_cerevisiae_yjm1433,Saccharomyces,cerevisiae,yjm1433,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Diplodia_corticola,Diplodia,corticola,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;;family:Botryosphaeriaceae;genus:Diplodia
Nadsonia_fulvescens_var_elongata_dsm_6958,Nadsonia,fulvescens,var_elongata_dsm_6958,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;;genus:Nadsonia
Fusarium_poae,Fusarium,poae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Escovopsis_weberi,Escovopsis,weberi,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Escovopsis
Cladophialophora_yegresii_cbs_114405,Cladophialophora,yegresii,cbs_114405,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Cladophialophora
Rhizoctonia_solani_ag_3_rhs1ap,Rhizoctonia,solani,ag_3_rhs1ap,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Cyphellophora_europaea_cbs_101466,Cyphellophora,europaea,cbs_101466,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Cyphellophoraceae;genus:Cyphellophora
Aspergillus_udagawae,Aspergillus,udagawae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Pseudogymnoascus_sp_05ny08,Pseudogymnoascus,sp,05ny08,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Saccharomyces_cerevisiae_yjm1387,Saccharomyces,cerevisiae,yjm1387,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Exophiala_sideris,Exophiala,sideris,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Pyrenophora_teres,Pyrenophora,teres,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Pyrenophora
Saccharomyces_cerevisiae_yjm1447,Saccharomyces,cerevisiae,yjm1447,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Fusarium_langsethiae,Fusarium,langsethiae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Penicillium_subrubescens,Penicillium,subrubescens,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Serpula_lacrymans_var_lacrymans_s7_3,Serpula,lacrymans,var_lacrymans_s7_3,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Serpulaceae;genus:Serpula
Candida_albicans_p94015,Candida,albicans,p94015,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Ascochyta_rabiei,Ascochyta,rabiei,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Didymellaceae;genus:Ascochyta
Emmonsia_sp_cac_2015a,Emmonsia,sp,cac_2015a,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Emmonsia
Trichoderma_harzianum,Trichoderma,harzianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Trichophyton_rubrum_mr850,Trichophyton,rubrum,mr850,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Trichoderma_harzianum,Trichoderma,harzianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Absidia_glauca,Absidia,glauca,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Cunninghamellaceae;genus:Absidia
Clavispora_lusitaniae,Clavispora,lusitaniae,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Paxillus_rubicundulus_ve08_2h10,Paxillus,rubicundulus,ve08_2h10,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Paxillaceae;genus:Paxillus
Aspergillus_uvarum_cbs_121591,Aspergillus,uvarum,cbs_121591,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Malassezia_vespertilionis,Malassezia,vespertilionis,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Malasseziomycetes;;family:Malasseziaceae;genus:Malassezia
Saccharomyces_cerevisiae_yjm1526,Saccharomyces,cerevisiae,yjm1526,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Trichophyton_soudanense_cbs_452_61,Trichophyton,soudanense,cbs_452_61,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Jaapia_argillacea_mucl_33604,Jaapia,argillacea,mucl_33604,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Jaapiaceae;genus:Jaapia
Laetiporus_sulphureus_93_53,Laetiporus,sulphureus,93_53,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Laetiporaceae;genus:Laetiporus
Fusarium_graminearum,Fusarium,graminearum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Peniophora_sp_cont,Peniophora,sp,cont,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Peniophoraceae;genus:Peniophora
Coniella_lustricola,Coniella,lustricola,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Schizoparmaceae;genus:Coniella
Rozella_allomycis_csf55,Rozella,allomycis,csf55,phylum:Cryptomycota;;;;;genus:Rozella
Anthracocystis_flocculosa_pf_1,Anthracocystis,flocculosa,pf_1,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Anthracocystis
Pseudogymnoascus_sp_vkm_f_4517_fw_2822_,Pseudogymnoascus,sp,vkm_f_4517_fw_2822_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Fibularhizoctonia_sp_cbs_109695,Fibularhizoctonia,sp,cbs_109695,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Atheliaceae;genus:Fibularhizoctonia
Aspergillus_flavus,Aspergillus,flavus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Ustilaginomycotina_sp_sa_807,Ustilaginomycotina,sp,sa_807,phylum:Basidiomycota;subphylum:Ustilaginomycotina;;;;
Saccharomyces_cerevisiae_kyokai_no_7,Saccharomyces,cerevisiae,kyokai_no_7,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Moesziomyces_antarcticus,Moesziomyces,antarcticus,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Moesziomyces
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Lachancea_lanzarotensis,Lachancea,lanzarotensis,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Lachancea
Capronia_coronata_cbs_617_96,Capronia,coronata,cbs_617_96,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Capronia
Pseudogymnoascus_sp_23342_1_i1,Pseudogymnoascus,sp,23342_1_i1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Ashbya_gossypii,Ashbya,gossypii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Eremothecium
Kwoniella_dejecticola_cbs_10117,Kwoniella,dejecticola,cbs_10117,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Candida_albicans_p78042,Candida,albicans,p78042,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Rhinocladiella_mackenziei_cbs_650_93,Rhinocladiella,mackenziei,cbs_650_93,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Rhinocladiella
Cryptococcus_neoformans_var_grubii_th84,Cryptococcus,neoformans,var_grubii_th84,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm428,Saccharomyces,cerevisiae,yjm428,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Rachicladosporium_antarcticum,Rachicladosporium,antarcticum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Cladosporiaceae;genus:Rachicladosporium
Penicillium_digitatum_phi26,Penicillium,digitatum,phi26,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Pneumocystis_jirovecii_ru7,Pneumocystis,jirovecii,ru7,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Pneumocystidomycetes;;family:Pneumocystidaceae;genus:Pneumocystis
Beauveria_bassiana,Beauveria,bassiana,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Beauveria
Aureobasidium_subglaciale_exf_2481,Aureobasidium,subglaciale,exf_2481,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Saccotheciaceae;genus:Aureobasidium
Fibroporia_radiculosa,Fibroporia,radiculosa,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;;genus:Fibroporia
Hyphopichia_burtonii_nrrl_y_1933,Hyphopichia,burtonii,nrrl_y_1933,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Hyphopichia
Lachancea_thermotolerans_cbs_6340,Lachancea,thermotolerans,cbs_6340,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Lachancea
Saccharomyces_cerevisiae_yjm1244,Saccharomyces,cerevisiae,yjm1244,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cladophialophora_immunda,Cladophialophora,immunda,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Cladophialophora
Ascosphaera_apis_arsef_7405,Ascosphaera,apis,arsef_7405,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ascosphaeraceae;genus:Ascosphaera
Dacryopinax_primogenitus,Dacryopinax,primogenitus,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Dacrymycetes;;family:Dacrymycetaceae;genus:Dacryopinax
Saccharomyces_cerevisiae_yjm193,Saccharomyces,cerevisiae,yjm193,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Blumeria_graminis_f_sp_tritici_96224,Blumeria,graminis,f_sp_tritici_96224,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Erysiphaceae;genus:Blumeria
Colletotrichum_incanum,Colletotrichum,incanum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Blastomyces_dermatitidis_atcc_26199,Blastomyces,dermatitidis,atcc_26199,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Blastomyces
Lachancea_nothofagi_cbs_11611,Lachancea,nothofagi,cbs_11611,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Lachancea
Aspergillus_fumigatus,Aspergillus,fumigatus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Coccidioides_posadasii_c735_delta_sowgp,Coccidioides,posadasii,c735_delta_sowgp,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Coccidioides
Hypholoma_sublateritium_fd_334_ss_4,Hypholoma,sublateritium,fd_334_ss_4,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Strophariaceae;genus:Hypholoma
Pseudomassariella_vexata,Pseudomassariella,vexata,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Xylariomycetidae;family:Pseudomassariaceae;genus:Pseudomassariella
Stachybotrys_chartarum_ibt_40288,Stachybotrys,chartarum,ibt_40288,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Stachybotryaceae;genus:Stachybotrys
Candida_albicans_sc5314,Candida,albicans,sc5314,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Trichophyton_rubrum,Trichophyton,rubrum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Aspergillus_nomius_nrrl_13137,Aspergillus,nomius,nrrl_13137,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Scleroderma_citrinum_foug_a,Scleroderma,citrinum,foug_a,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Sclerodermataceae;genus:Scleroderma
Sclerotinia_sclerotiorum_1980_uf_70,Sclerotinia,sclerotiorum,1980_uf_70,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Sclerotiniaceae;genus:Sclerotinia
Fusarium_oxysporum_f_sp_cubense_race_1,Fusarium,oxysporum,f_sp_cubense_race_1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Trichophyton_equinum_cbs_127_97,Trichophyton,equinum,cbs_127_97,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Saitoella_complicata_nrrl_y_17804,Saitoella,complicata,nrrl_y_17804,phylum:Ascomycota;subphylum:Taphrinomycotina;;;;genus:Saitoella
Saccharomyces_cerevisiae_yjm1386,Saccharomyces,cerevisiae,yjm1386,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
candida_auris,candida,auris,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Clavispora_lusitaniae_atcc_42720,Clavispora,lusitaniae,atcc_42720,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Fusarium_oxysporum,Fusarium,oxysporum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Piloderma_croceum_f_1598,Piloderma,croceum,f_1598,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Atheliaceae;genus:Piloderma
Saccharomyces_cerevisiae_yjm693,Saccharomyces,cerevisiae,yjm693,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Yarrowia_lipolytica,Yarrowia,lipolytica,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Dipodascaceae;genus:Yarrowia
Talaromyces_cellulolyticus,Talaromyces,cellulolyticus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Trichocomaceae;genus:Talaromyces
Cryptococcus_gattii_vgii_ram5,Cryptococcus,gattii,vgii_ram5,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Edhazardia_aedis_usnm_41457,Edhazardia,aedis,usnm_41457,phylum:Microsporidia;;;;family:Culicosporidae;genus:Edhazardia
Exophiala_mesophila,Exophiala,mesophila,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Rhizoctonia_solani_ag_1_ia,Rhizoctonia,solani,ag_1_ia,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Aspergillus_steynii_ibt_23096,Aspergillus,steynii,ibt_23096,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Saccharomyces_cerevisiae_yjm1400,Saccharomyces,cerevisiae,yjm1400,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Trichoderma_longibrachiatum_atcc_18648,Trichoderma,longibrachiatum,atcc_18648,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Saccharomyces_cerevisiae,Saccharomyces,cerevisiae,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Zymoseptoria_tritici_st99ch_3d7,Zymoseptoria,tritici,st99ch_3d7,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Zymoseptoria
Phialophora_americana,Phialophora,americana,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Phialophora
Saccharomyces_arboricola_h_6,Saccharomyces,arboricola,h_6,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Mixia_osmundae_iam_14324,Mixia,osmundae,iam_14324,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Mixiomycetes;;family:Mixiaceae;genus:Mixia
Hypsizygus_marmoreus,Hypsizygus,marmoreus,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Lyophyllaceae;genus:Hypsizygus
Candida_albicans_p75010,Candida,albicans,p75010,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Penicillium_freii,Penicillium,freii,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Fusarium_graminearum,Fusarium,graminearum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
candida_intermedia,candida,intermedia,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Fusarium_fujikuroi,Fusarium,fujikuroi,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Enterospora_canceri,Enterospora,canceri,,phylum:Microsporidia;;;;family:Enterocytozoonidae;genus:Enterospora
Neosartorya_fischeri,Neosartorya,fischeri,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Candida_parapsilosis,Candida,parapsilosis,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Purpureocillium_lilacinum,Purpureocillium,lilacinum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Purpureocillium
Trichoderma_guizhouense,Trichoderma,guizhouense,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
